vehicle_name	year	horsepower_weight	length_width	ac_standard	miles_per_dollar	price	market_share	firmid
VVDL	81	0.3275401	1.3124	0	1.2533382	10.8030803	0.0004704	6
VVGLE	81	0.4123057	1.3124	1	1.2533382	17.1507151	0.0000483	6
VWDASH	81	0.2429907	1.1136	0	1.978955	9.7139714	0.0001623	7
VWJETT	81	0.3698151	1.0752	0	1.6491292	9.0154015	0.0003349	7
VWRABB	81	0.3921569	0.9984	0	1.8470247	7.2277228	0.0001446	7
VWSCRC	81	0.3828246	0.9984	0	1.6491292	9.3454345	0.000204	7
AD4000	82	0.3485634	1.1859	0	2.0848765	11.2590674	0.0001929	7
AD5000	82	0.4954268	1.33	0	1.4147377	14.5803109	0.0002962	7
AMCONC	82	0.3270349	1.332	0	1.8614969	6.480829	0.0003678	15
AMEGL-	82	0.3068531	1.3213	0	1.8614969	7.0455959	0.0004196	15
AMSPIR	82	0.3477589	1.2024	0	1.9359568	5.7782383	0.0001928	15
ARSPID	82	0.4513344	1.0985	0	1.6381173	15.5336788	0.0000261	20
BKCENT	82	0.3420753	1.292	0	1.8614969	9.8860104	0.0011901	19
BKELCT	82	0.4035513	1.6872	1	1.2658179	12.3150259	0.0007101	19
BKLSAB	82	0.3140166	1.6863	0	1.3402778	9.1979275	0.0012989	19
BKREGA	82	0.3473319	1.4472	0	1.3402778	9.1834197	0.0009397	19
BKRIVE	82	0.2916667	1.4904	1	1.2658179	14.7896373	0.0005204	19
BKSKYH	82	0.3689727	1.0912	0	1.9359568	8.1284974	0.0005594	19
BKSKYL	82	0.3610108	1.2558	0	1.9359568	7.9554404	0.0016893	19
BW320i	82	0.404	1.1392	1	1.8614969	13.7720207	0.0004345	8
BW528e	82	0.4087838	1.2663	1	1.6381173	24.1709845	0.0001256	8
BW633c	82	0.5419162	1.3192	1	1.4147377	38.3367876	0.0000181	8
BW733i	82	0.5261628	1.4058	1	1.4147377	34.5233161	0.0000462	8
CDCIMM	82	0.3486529	1.1245	1	1.9359568	12.5709845	0.0001641	19
CDDEVI	82	0.3256056	1.6796	1	1.2658179	16.2683938	0.0018379	19
CDELDR	82	0.3457815	1.4555	1	1.2658179	19.3948187	0.0006824	19
CDSEVI	82	0.3350308	1.4555	1	1.2658179	24.2829016	0.0002863	19
CRCORD	82	0.2714932	1.5403	0	1.2658179	8.557513	0.0001886	16
CRIMPE	82	0.3295311	1.5622	1	1.1168981	21.7492228	0.000031	16
CRLEBA	82	0.3421589	1.242	0	1.787037	8.5378238	0.0010555	16
CRNEWY	82	0.2564103	1.5525	1	1.2658179	12.1834197	0.0007489	16
CVCAMA	82	0.3176581	1.3724	0	1.4891975	8.0362694	0.0021789	19
CVCAVL	82	0.3709949	1.1591	0	1.9359568	7.4476684	0.0014466	19
CVCHEV	82	0.3240279	1.023	0	2.1593364	5.4279793	0.0027637	19
CVCITA	82	0.373599	1.2213	0	1.9359568	7.1492228	0.0022258	19
CVCLBR	82	0.329188	1.3041	0	1.8614969	8.7699482	0.0012073	19
CVCORV	82	0.6188119	1.2834	1	1.1168981	18.9533679	0.0002678	19
CVMALI	82	0.3558719	1.4089	0	1.4891975	8.4321244	0.0013196	19
CVMNTC	82	0.3448276	1.4472	0	1.4891975	8.4735751	0.0011792	19
DG400	82	0.3466777	1.2558	0	1.787037	8.4321244	0.0003449	16
DGARIE	82	0.3636364	1.2144	0	1.787037	6.8694301	0.0013475	16
DGCHLN	82	0.3376147	1.188	0	1.6381173	8.334715	0.0001671	16
DGCOLT	82	0.3713528	0.9891	0	2.8294753	5.9170984	0.0004424	16
DGDIPL	82	0.2748092	1.545	0	1.2658179	8.0310881	0.0002963	16
DGMIRA	82	0.2723147	1.533	0	1.3402778	8.9316062	0.0000872	16
DGOMNI	82	0.2985782	1.0758	0	2.6060957	5.6984456	0.0004767	16
DT200S	82	0.3959627	1.1859	0	1.9359568	8.0196891	0.0005786	2
DT210	82	0.3419253	1.0521	0	2.2337963	4.973057	0.0022835	2
DT280Z	82	0.5986033	1.2194	0	1.4891975	18.9626943	0.0006823	2
DT310	82	0.3357438	1.0304	0	2.382716	5.8953368	0.0005336	2
DT810M	82	0.4294918	1.2342	1	1.6381173	11.4497409	0.0006459	2
DTSTAN	82	0.4074074	1.1484	0	2.2337963	7.2528497	0.0007054	2
FDESCO	82	0.337487	1.0824	0	2.0848765	5.8735751	0.0040238	18
FDEXP	82	0.3175379	1.1286	0	2.1593364	7.6549223	0.000465	18
FDFRMO	82	0.3250831	1.3916	0	1.6381173	6.9378238	0.001657	18
FDGRNA	82	0.3253235	1.3987	0	1.6381173	7.5658031	0.0011314	18
FDLTD	82	0.3407155	1.638	0	1.2658179	8.6134715	0.0018196	18
FDMUST	82	0.350458	1.224	0	1.6381173	6.5751295	0.0014243	18
FDTHNB	82	0.2933333	1.5075	0	1.3402778	8.8	0.0005075	18
FTSPID	82	0.5084746	1.0432	0	1.8614969	12.7357513	0.0000575	17
FTX119	82	0.3521127	0.9734	0	1.9359568	11.2953368	0.0000281	17
HD1300	82	0.3647059	0.9387	0	2.6060957	4.973057	0.0015786	3
HDACCO	82	0.3623188	1.079	0	2.0848765	8.5440415	0.0023299	3
HDPREL	82	0.364786	1.053	0	2.0848765	8.2849741	0.0004513	3
LCCONT	82	0.3701595	1.4948	1	1.3402778	22.0746114	0.0002694	18
LCMARK	82	0.3269618	1.7301	1	1.191358	20.6466321	0.0003327	18
LCTWNC	82	0.3302846	1.7301	1	1.191358	16.6839378	0.0005069	18
MB240D	82	0.2218543	1.3561	1	2.0848765	23.9979275	0.0001606	9
MB300S	82	0.3287671	1.4616	1	2.0104167	38.1658031	0.0004596	9
MB380S	82	0.4258242	1.5048	1	1.2658179	48.1170984	0.000044	9
MB380S	82	0.428769	1.2993	1	1.2658179	43.2466321	0.0001001	9
MCCAPR	82	0.3445576	1.26	0	1.6381173	6.9544041	0.0003727	18
MCCOUG	82	0.295302	1.3987	0	1.3402778	8.453886	0.0004865	18
MCLN7	82	0.3156872	1.1286	0	2.1593364	8.0694301	0.0001562	18
MCLYNX	82	0.3378378	1.0824	0	2.0848765	5.9160622	0.0011435	18
MCMARQ	82	0.3213712	1.6614	0	1.2658179	8.988601	0.0010486	18
MCZEPH	82	0.3346008	1.3916	0	1.6381173	6.6435233	0.0005048	18
MZ626	82	0.3094778	1.1658	0	2.0104167	7.507772	0.0007163	4
MZGLC	82	0.3514212	1.0855	0	2.5316358	6.4715026	0.0006511	4
OD98	82	0.3253514	1.7094	1	1.2658179	12.7398964	0.0010632	19
ODCTLC	82	0.3466872	1.323	0	1.8614969	9.3233161	0.0013509	19
ODDELT	82	0.3092494	1.6863	0	1.3402778	8.9150259	0.0021549	19
ODFREN	82	0.3752665	1.0912	0	2.0104167	7.7181347	0.000337	19
ODOMEG	82	0.3546099	1.281	0	1.9359568	7.8487047	0.0008627	19
ODTORN	82	0.338295	1.4832	1	1.2658179	14.9865285	0.0004095	19
PG504S	82	0.2082111	1.3065	0	2.0848765	12.3316062	0.0001574	14
PG604T	82	0.2285714	1.351	0	2.0104167	20.3056995	0.0000099	14
PLGRNF	82	0.2748092	1.545	0	1.2658179	8.0310881	0.0002175	16
PLHORI	82	0.2985782	1.0758	0	2.6060957	5.6984456	0.000559	16
PLRELI	82	0.3636364	1.2144	0	1.787037	6.8694301	0.0017489	16
PLSAPO	82	0.3669725	1.188	0	1.6381173	8.334715	0.0001557	16
PS924T	82	0.5754858	1.1457	1	1.4891975	22.2797927	0.0001638	12
PT6000	82	0.3394945	1.292	0	1.8614969	9.2124352	0.0006628	19
PTBNNV	82	0.343428	1.4328	0	1.4891975	8.8362694	0.0009084	19
PTFIRB	82	0.3939501	1.4328	0	1.5636574	8.4145078	0.0001432	19
PTGRNP	82	0.3409795	1.4746	0	1.4891975	8.6352332	0.0009962	19
PTJ200	82	0.3739907	1.144	0	1.9359568	7.1523316	0.0006798	19
PTPHOE	82	0.3800676	1.26	0	1.9359568	7.2165803	0.0005902	19
PTT100	82	0.3098189	1.023	0	2.1593364	6.1606218	0.0006108	19
RN18i	82	0.3626714	1.2194	0	2.1593364	7.6663212	0.0000901	24
RNFUEG	82	0.3446826	1.1859	0	1.787037	8.8031088	0.0001177	24
RNLECA	82	0.2802198	0.9438	0	2.1593364	5.7979275	0.0002396	24
SA900	82	0.418251	1.2596	0	1.5636574	11.0880829	0.0001016	11
SBSTD	82	0.3247059	1.105	0	2.382716	6.3305699	0.0017091	5
TYCELI	82	0.3696573	1.1682	0	1.8614969	7.4186528	0.0013786	1
TYCRLA	82	0.3246753	1.0816	0	2.0848765	6.3606218	0.0020879	1
TYCRSS	82	0.4054526	1.2462	1	1.6381173	12.6932642	0.0004464	1
TYSTRL	82	0.3364269	0.918	0	2.7550154	5.7803109	0.0002305	1
TYSUPR	82	0.494543	1.2328	1	1.5636574	14.0911917	0.0004057	1
TYTERC	82	0.3263158	1.0044	0	2.5316358	5.1792746	0.0016194	1
VVDLGL	82	0.4411254	1.3124	0	1.787037	10.1398964	0.0006072	6
VVGLE	82	0.4200323	1.3124	0	1.7125772	16.984456	0.0000333	6
VWJETT	82	0.3698151	1.0752	0	2.0848765	8.9067358	0.000242	7
VWQUNT	82	0.3457944	1.2328	0	2.0848765	11.4715026	0.0001441	7
VWRABB	82	0.386423	0.9984	0	2.2337963	7.0725389	0.0001071	7
VWSCRC	82	0.3828246	1.0624	0	2.0848765	10.5181347	0.0001576	7
AD4000	83	0.3448276	1.1859	0	2.4879936	11.8273092	0.0001544	7
AD5000	83	0.3699593	1.33	1	1.5248993	14.4126506	0.0003478	7
AMALIN	83	0.2879177	1.066	0	2.4879936	5.6174699	0.0014774	15
AMCONC	83	0.3099174	1.332	0	1.685415	6.751004	0.000135	15
AMEGL-	83	0.2636783	1.2045	0	1.9261886	7.7279116	0.0003659	15
AMSPIR	83	0.3202847	1.2096	0	1.685415	6.0190763	0.0000521	15
ARGTV6	83	0.545519	1.1088	0	1.7656728	18.0672691	0.0000352	20
BKCENT	83	0.3380917	1.292	0	1.9261886	9.0381526	0.001762	19
BKELCT	83	0.337473	1.6872	1	1.4446414	12.6365462	0.0009392	19
BKLSAB	83	0.315367	1.7082	0	1.5248993	9.4317269	0.0017769	19
BKREGA	83	0.3504301	1.4472	0	1.685415	9.3162651	0.0008895	19
BKRIVE	83	0.3463563	1.5111	1	1.3643836	15.2991968	0.0006255	19
BKSKYH	83	0.3630224	1.0912	0	2.0867043	7.1947791	0.0008559	19
BKSKYL	83	0.3610108	1.274	0	2.1669621	7.748996	0.0012049	19
BW320i	83	0.404	1.1072	1	2.0064464	13.3433735	0.0004059	8
BW528e	83	0.4097528	1.2663	1	1.7656728	24.0813253	0.0001876	8
BW633c	83	0.5402985	1.3192	1	1.5248993	39.3674699	0.0000306	8
BW733i	83	0.5261628	1.4058	0	1.5248993	34.437751	0.0000704	8
CDCIMM	83	0.3334596	1.131	1	1.8459307	12.2640562	0.000225	19
CDDEVI	83	0.3380917	1.6796	1	1.3643836	16.5070281	0.0020636	19
CDELDR	83	0.3601921	1.4555	1	1.3643836	19.4116466	0.0008398	19
CDSEVI	83	0.3511967	1.4555	1	1.3643836	21.5261044	0.000393	19
CRCORD	83	0.2595904	1.5403	0	1.4446414	9.6184739	0.0001207	16
CRECLA	83	0.3639179	1.2972	0	2.0064464	9.3785141	0.0004137	16
CRIMPE	83	0.3483454	1.5622	1	1.2841257	18.7630522	0.0000145	16
CRLEBA	83	0.3713947	1.242	0	2.24722	8.8253012	0.0009416	16
CRNEWY	83	0.3643411	1.2648	0	2.0064464	10.9939759	0.0014518	16
CVCAMA	83	0.3616087	1.3536	0	1.6051571	8.2188755	0.0020901	19
CVCAVL	83	0.3662089	1.1418	0	2.0867043	6.0230924	0.0030414	19
CVCHEV	83	0.3098189	1.023	0	2.4077357	5.3544177	0.0020959	19
CVCITA	83	0.3663879	1.2213	0	2.1669621	6.9618474	0.0010831	19
CVCLBR	83	0.3369963	1.2852	0	1.9261886	8.2419679	0.0021178	19
CVMALI	83	0.3438575	1.4089	0	1.6051571	8.1164659	0.0009983	19
CVMNTC	83	0.3416149	1.4472	0	1.6051571	8.5863454	0.0012404	19
DG400	83	0.3787268	1.2558	0	2.24722	8.5240964	0.0003352	16
DG600	83	0.3724247	1.2834	0	2.0064464	8.876506	0.0003973	16
DGARIE	83	0.4153778	1.2144	0	2.3274778	6.7449799	0.0013999	16
DGCHAR	83	0.4325817	1.1658	0	2.3274778	6.4046185	0.000539	16
DGCHLN	83	0.3821169	1.188	0	1.9261886	8.374498	0.0001644	16
DGCOLT	83	0.3395225	1.0143	0	3.1300564	5.5692771	0.0004591	16
DGDIPL	83	0.2710027	1.545	0	1.5248993	8.2811245	0.0002638	16
DGMIRA	83	0.2719033	1.533	0	1.5248993	9.0471888	0.0000518	16
DGOMNI	83	0.2962255	1.089	0	2.7287671	5.8644578	0.0005915	16
DT200S	83	0.3945841	1.1859	0	2.1669621	8.0311245	0.0003653	2
DT280Z	83	0.6056528	1.1658	0	1.6051571	17.6696787	0.0008341	2
DTMAXI	83	0.4166667	1.2144	1	1.7656728	11.0933735	0.0008935	2
DTPULS	83	0.3641161	1.0368	0	2.809025	6.3242972	0.0001586	2
DTSENT	83	0.3621622	1.0752	0	3.2103143	4.9688755	0.0024609	2
DTSTAN	83	0.3972912	1.1286	0	2.4879936	7.2279116	0.0007554	2
FDESCO	83	0.3472222	1.0824	0	2.6485093	5.6616466	0.0038262	18
FDEXP	83	0.3246753	1.1286	0	2.24722	6.4518072	0.0002295	18
FDFRMO	83	0.3329506	1.3916	0	1.685415	6.1495984	0.0004399	18
FDLTD	83	0.3032415	1.3987	0	1.685415	7.8082329	0.0033451	18
FDMUST	83	0.3170554	1.26	0	1.7656728	7.4688755	0.0013715	18
FDTHNB	83	0.390117	1.4256	0	1.685415	9.2339357	0.0015794	18
HD1300	83	0.3496898	0.9387	0	3.1300564	4.9186747	0.001615	3
HDACCO	83	0.356803	1.0956	0	2.5682514	7.5291165	0.0026005	3
HDPREL	83	0.4545455	1.139	0	2.0867043	9.6837349	0.0004829	3
LCCONT	83	0.3495563	1.4948	1	1.3643836	21.0692771	0.0001605	18
LCMARK	83	0.3246753	1.7064	1	1.3643836	20.310241	0.0003313	18
LCTWNC	83	0.3200394	1.7301	1	1.3643836	16.9909639	0.0006991	18
MB240D	83	0.2123613	1.3561	1	2.24722	23.8955823	0.0001141	9
MB300D	83	0.2231884	1.3561	1	2.3274778	31.0973896	0.0005014	9
MB380S	83	0.4258242	1.5048	1	1.3643836	48.062249	0.0000681	9
MB380S	83	0.4422254	1.2993	1	1.3643836	43.2028112	0.0001085	9
MCCAPR	83	0.3360371	1.26	0	1.7656728	7.184739	0.0002662	18
MCCOUG	83	0.2988664	1.4256	0	1.685415	9.5592369	0.001031	18
MCGRDM	83	0.3456528	1.6264	0	1.3643836	10.7610442	0.0011333	18
MCLN7	83	0.3371869	1.1286	0	2.24722	7.4277108	0.000055	18
MCLYNX	83	0.364204	1.0824	0	2.6485093	5.7740964	0.0009248	18
MCMARQ	83	0.3157895	1.3987	0	2.0867043	7.9246988	0.0007643	18
MCZEPH	83	0.3307985	1.3916	0	1.685415	6.5712851	0.0001358	18
MZ626	83	0.3443983	1.1926	0	2.3274778	7.8263052	0.0008156	4
MZGLC	83	0.3514212	1.024	0	2.7287671	6.2700803	0.000605	4
OD98	83	0.3217503	1.7094	1	1.4446414	13.1726908	0.0014014	19
ODCTLC	83	0.3389831	1.323	0	1.9261886	8.9277108	0.0022479	19
ODDELT	83	0.306834	1.6863	0	1.5248993	9.1204819	0.0026823	19
ODFREN	83	0.3639371	1.1505	0	2.0867043	7.12249	0.0005247	19
ODOMEG	83	0.3632057	1.281	0	2.1669621	7.7068273	0.0005841	19
ODTORN	83	0.3760408	1.4832	1	1.3643836	15.313253	0.00049	19
PG505	83	0.3211921	1.2903	0	1.7656728	11.9126506	0.0001734	14
PG604T	83	0.2285714	1.351	0	1.7656728	19.8594378	0.0000053	14
PLCOLT	83	0.3280369	1.0143	0	3.1300564	5.5692771	0.0004047	16
PLGRNF	83	0.2637749	1.545	0	1.5248993	8.2811245	0.0001771	16
PLHORI	83	0.2850575	1.089	0	2.7287671	5.8644578	0.0006655	16
PLRELI	83	0.4046492	1.2144	0	2.3274778	6.7449799	0.0018437	16
PLSAPO	83	0.367242	1.188	0	1.9261886	8.374498	0.0001357	16
PLTURI	83	0.2785265	1.1658	0	2.7287671	6.4046185	0.0004279	16
PS944	83	0.5345794	1.173	1	1.7656728	19.0562249	0.0002432	12
PT2000	83	0.3482587	1.2144	0	2.4879936	6.6475904	0.0010354	19
PT6000	83	0.3312477	1.3041	0	2.0064464	8.6034137	0.0010847	19
PTBNNV	83	0.3419335	1.44	0	1.685415	8.934739	0.0009863	19
PTFIRB	83	0.3793103	1.387	0	1.6051571	8.5833333	0.0010643	19
PTGRNP	83	0.3373198	1.4746	0	1.685415	8.7329317	0.0010477	19
PTPHOE	83	0.3555907	1.288	0	2.1669621	7.1154618	0.0002856	19
PTT100	83	0.3033131	1.023	0	2.4077357	5.8082329	0.0004007	19
RN18i	83	0.3623509	1.1993	0	2.1669621	8.4287149	0.000071	24
RNFUEG	83	0.3825137	1.1859	0	2.0867043	8.7299197	0.0001879	24
RNLECA	83	0.2802198	0.858	0	2.6485093	4.814257	0.0001307	24
SA900	83	0.4166667	1.2596	0	1.8459307	11.0943775	0.0001608	11
SBSTD	83	0.3365854	0.9577	0	2.5682514	4.9487952	0.0017698	5
TYCAMR	83	0.3955288	1.1792	0	2.5682514	7.8293173	0.0006175	1
TYCELI	83	0.4206731	1.2036	0	2.0867043	7.3283133	0.0013816	1
TYCORO	83	0.3308129	1.0688	0	2.8892828	6.1626506	0.0016817	1
TYCRES	83	0.4769847	1.2395	1	1.685415	13.623494	0.0004661	1
TYSTAR	83	0.3304843	0.924	0	3.5313457	5.8212851	0.0000788	1
TYSUPR	83	0.5050505	1.2512	0	1.685415	14.2048193	0.0003162	1
TYTERC	83	0.3123426	1.0176	0	3.1300564	5.0180723	0.0017349	1
VV760G	83	0.4360953	1.3041	0	1.6051571	18.8604418	0.0001051	6
VVDL	83	0.3656869	1.2852	0	2.0064464	10.6927711	0.0007144	6
VVTURB	83	0.4123377	1.2852	0	1.6051571	16.4257028	0.0001547	6
VWJETT	83	0.3487276	1.0752	0	2.4077357	8.2429719	0.0002548	7
VWQUAN	83	0.3457944	1.1993	0	2.3274778	11.3253012	0.0001916	7
VWRABB	83	0.393617	0.9984	0	2.5682514	6.6516064	0.0001119	7
VWSCIR	83	0.3647117	1.0624	0	2.3274778	10.1907631	0.0001601	7
AD4000	84	0.3972912	1.169092	1	2.40033	12.4927815	0.0001202	7
AD5000	84	0.3516174	1.375878	1	1.8859736	15.8614052	0.0004799	7
AMALLI	84	0.2944162	1.0647	0	2.6575083	5.7353224	0.0011564	15
AMEAGL	84	0.2749771	1.307907	0	2.0574257	9.1385948	0.000238	15
AMENCO	84	0.2885572	1.0439	0	2.6575083	5.5389798	0.0007977	15
ARGTV6	84	0.545519	1.12136	0	1.8002475	18.2868142	0.0000427	20
BKCENT	84	0.3360117	1.280207	0	2.1431518	8.9345525	0.0025008	19
BKELEC	84	0.3243383	1.423254	1	1.4573432	12.8431184	0.0009726	19
BKLESA	84	0.3036996	1.664208	0	1.6287954	9.759384	0.0018933	19
BKREGA	84	0.3883194	1.436296	0	1.8002475	9.3176131	0.0020992	19
BKRIVI	84	0.3397662	1.47719	1	1.3716172	15.3792108	0.0006153	19
BKSKYH	84	0.3530378	1.08686	0	2.40033	7.0769971	0.0014041	19
BKSKYL	84	0.3590945	1.247779	0	2.1431518	7.4263715	0.0012051	19
BW318i	84	0.4279661	1.145664	1	2.314604	15.813282	0.0003304	8
BW325e	84	0.6405426	1.145664	1	2.314604	20.1828681	0.0001817	8
BW528e	84	0.4097528	1.2474	1	1.8859736	23.6429259	0.0001774	8
BW633C	84	0.5402985	1.315902	1	1.6287954	39.1770934	0.0000311	8
BW733i	84	0.5261628	1.399566	1	1.6287954	34.9711261	0.0000963	8
CDCIMA	84	0.3406891	1.12515	1	2.314604	12.1405197	0.0002076	19
CDDEVI	84	0.3391108	1.66634	1	1.4573432	16.9634264	0.0022489	19
CDELDO	84	0.3615426	1.44377	1	1.5430693	19.5784408	0.0008132	19
CDSEVI	84	0.3548896	1.452032	1	1.5430693	21.6246391	0.0004073	19
CRE-CL	84	0.3913043	1.278576	0	2.1431518	9.3099134	0.0004639	16
CRFIFT	84	0.3551913	1.533714	1	1.4573432	13.3532243	0.001087	16
CRLASE	84	0.3920792	1.21275	0	2.0574257	8.4850818	0.0006122	16
CRLeBA	84	0.3847695	1.23163	0	2.314604	8.6448508	0.0011387	16
CRNEWY	84	0.5233645	1.268331	0	2.1431518	11.6073147	0.0004529	16
CVCAMA	84	0.3711412	1.367184	0	1.7145215	7.9355149	0.0023295	19
CVCAVA	84	0.3688181	1.155609	0	2.40033	5.9884504	0.004349	19
CVCELE	84	0.3403626	1.323	0	2.1431518	7.5938402	0.0037124	19
CVCHEV	84	0.2800517	1.019082	0	2.6575083	5.13282	0.0019002	19
CVCITA	84	0.3671189	1.206861	0	2.314604	6.7815207	0.001062	19
CVCORV	84	0.6640752	1.25315	1	1.3716172	20.9817132	0.0003506	19
CVIMPA	84	0.3152766	1.599988	0	1.6287954	8.5611165	0.0029831	19
CVMONT	84	0.3463476	1.438872	0	1.7145215	8.6005775	0.0013358	19
DG600	84	0.3861154	1.279942	0	2.1431518	8.8209817	0.0004936	16
DGARIE	84	0.4132587	1.208046	0	2.314604	6.6583253	0.0012903	16
DGCOLT	84	0.3690415	1.00786	0	2.5717822	5.427334	0.0007994	16
DGDAYT	84	0.3916139	1.21275	0	2.0574257	8.1491819	0.0005152	16
DGDIPL	84	0.3763752	1.526294	0	1.4573432	8.5004812	0.0003298	16
FDCRNV	84	0.3755365	1.636025	0	1.4573432	9.4465833	0.0019502	18
FDESCO	84	0.3849856	1.080101	0	2.314604	5.6159769	0.004074	18
FDLTD	84	0.3151862	1.39515	0	1.9716997	8.2752647	0.0022688	18
FDMUST	84	0.3303303	1.237581	0	2.0574257	6.8315688	0.0015935	18
FDTEMP	84	0.3577513	1.166444	0	2.314604	6.5832531	0.0029558	18
FDTHUN	84	0.3910068	1.404936	0	1.7145215	9.2714148	0.0017844	18
HD1500	84	0.3917526	1.04576	0	3.0004125	6.825794	0.0015832	3
HDACCO	84	0.3786878	1.143608	0	2.7432343	8.2204042	0.0029566	3
HDPREL	84	0.4413063	1.131279	0	1.9716997	9.612127	0.0007711	3
ISI-MA	84	0.3337612	1.054926	0	2.314604	6.2897016	0.000051	13
ISIMPU	84	0.329188	1.125352	1	2.0574257	10.1039461	0.0001476	13
LCCONT	84	0.3733333	1.477152	1	1.4573432	20.9518768	0.0003585	18
LCMARK	84	0.3862069	1.437852	1	1.4573432	20.892204	0.0003399	18
LCTOWN	84	0.4477181	1.71039	1	1.4573432	17.7680462	0.001047	18
MB190E	84	0.4256121	1.15675	1	1.9716997	22.5505294	0.000204	9
MB380S	84	0.4206242	1.452642	1	2.2288779	41.1260828	0.0000822	9
MB500S	84	0.4754522	1.492077	1	1.2858911	50	0.0000525	9
MCCAPR	84	0.3179191	1.237581	0	2.0574257	7.466795	0.0002044	18
MCCOUG	84	0.3915171	1.404936	0	1.7145215	9.6034649	0.0013938	18
MCGRAN	84	0.3703704	1.6585	0	1.4573432	11.2030799	0.0016545	18
MCLYNX	84	0.3676471	1.080101	0	2.314604	5.5418672	0.0007803	18
MCMARQ	84	0.3005464	1.39515	0	1.9716997	8.3994225	0.0011951	18
MCTOPA	84	0.3556308	1.16843	0	2.314604	6.7372474	0.0008464	18
MTCORD	84	0.3668904	1.12796	0	2.1431518	6.7266603	0.000152	10
MTSTAR	84	0.5127298	1.148316	0	1.8002475	12.039461	0.0000735	10
MTTRED	84	0.3604396	1.1206	0	2.1431518	6.3512993	0.0001581	10
MZ626	84	0.3485477	1.18237	0	2.4860561	7.5986526	0.0008228	4
MZGLC	84	0.3496144	1.070856	0	3.0004125	6.2030799	0.000521	4
NI200S	84	0.4452204	1.140576	0	2.40033	8.1222329	0.0007313	2
NI300Z	84	0.5749192	1.159053	1	1.7145215	15.2059673	0.0008422	2
NIMAXI	84	0.4299534	1.195116	1	1.9716997	10.9711261	0.0007859	2
NIPULS	84	0.3641161	1.036112	0	3.0004125	7.4581328	0.0004296	2
NISENT	84	0.3586279	1.067374	0	3.0004125	6.3031761	0.0021832	2
NISTAN	84	0.4313028	1.137504	0	2.6575083	8.7574591	0.000514	2
OD98	84	0.3393117	1.686993	1	1.4573432	13.6198268	0.001157	19
ODCIER	84	0.3393582	1.30938	0	2.1431518	8.8575553	0.0027908	19
ODCUTL	84	0.3378378	1.440876	0	1.8002475	9.1713186	0.0034807	19
ODDELT	84	0.3115265	1.664103	0	1.6287954	9.6737247	0.0029761	19
ODFIRE	84	0.3575782	1.1453	0	2.314604	7.026949	0.0007196	19
ODOMEG	84	0.3632057	1.275944	0	2.314604	7.5380173	0.0003929	19
ODTORO	84	0.337473	1.47084	1	1.3716172	15.5024062	0.0004794	19
PG505	84	0.3211921	1.277028	0	1.8859736	10.8758422	0.0002305	14
PLCOLT	84	0.3819629	1.00786	0	2.5717822	5.427334	0.0007994	16
PLGRAN	84	0.3653738	1.526294	0	1.4573432	8.5004812	0.0001914	16
PLHORI	84	0.297536	1.084384	0	2.9146865	5.732435	0.0009022	16
PLRELI	84	0.4066074	1.208046	0	2.314604	6.6583253	0.0015918	16
PS911	84	0.7256894	1.09785	1	1.4573432	30.7507218	0.0000498	12
PS928s	84	0.698299	1.270311	1	1.200165	42.3484119	0.0000268	12
PS944	84	0.5147588	1.1611	1	1.8859736	20.6352262	0.0001473	12
PT1000	84	0.3128008	1.0044	0	2.6575083	5.4100096	0.0003227	19
PT2000	84	0.3491272	1.190896	0	2.4860561	6.5437921	0.0014624	19
PT6000	84	0.3347889	1.35936	0	2.1431518	8.5399423	0.0014498	19
PTBONN	84	0.3485425	1.433432	0	1.8002475	8.7882579	0.0007534	19
PTFIER	84	0.3775133	1.107223	0	2.1431518	7.3907603	0.0010772	19
PTFIRE	84	0.3620981	1.374876	0	1.7145215	8.2762271	0.0011685	19
PTGRAN	84	0.3429997	1.459737	0	1.8002475	8.8017324	0.0008251	19
PTPARI	84	0.315729	1.597866	0	1.6287954	9.5101059	0.0007153	19
PTPHOE	84	0.3735282	1.258311	0	2.1431518	6.8238691	0.0001521	19
RNFUEG	84	0.3669355	1.1859	0	2.2288779	8.6573628	0.0001068	24
RNSPOR	84	0.3528499	1.206975	1	2.1431518	9.2348412	0.0000342	24
SA900	84	0.4166667	1.24754	0	1.8002475	10.9913378	0.0000964	11
SBSTD	84	0.3317073	1.0458	0	2.7432343	4.8017324	0.0018134	5
TYCAMR	84	0.3955288	1.16774	0	2.7432343	7.8421559	0.0010799	1
TYCELI	84	0.4206731	1.15411	0	2.2288779	7.4100096	0.0009818	1
TYCORO	84	0.3363767	1.070972	0	2.9146865	6.2540905	0.0018191	1
TYCRES	84	0.4769847	1.23823	1	1.8002475	13.2771896	0.000397	1
TYTERC	84	0.3115578	1.009332	0	2.9146865	4.906641	0.0011869	1
VVDL	84	0.3802672	1.270624	0	2.1431518	11.5110683	0.0005109	6
VVGL	84	0.3743676	1.268605	0	2.1431518	14.4321463	0.0002797	6
VWJETT	84	0.3613281	1.0752	0	2.5717822	7.5553417	0.0004376	7
VWQUAN	84	0.3974563	1.205538	1	1.7145215	12.4927815	0.0002148	7
VWRABB	84	0.3940362	0.971922	0	2.6575083	6.4870067	0.0001331	7
VWSCIR	84	0.4347826	1.06048	0	2.40033	10.4619827	0.0001987	7
